time,"# warm-ups since codes cleared ()","A/C pressure (kPa)","Absolute load value (%)","Absolute pedal position D (%)","Absolute pedal position E (%)","Absolute throttle position B (%)","Air:fuel ratio ()","Ambient air temperature (℉)","Average fuel consumption (MPG)","Average fuel consumption (total) (MPG)","Average fuel consumption 10 sec (MPG)","Average speed (mph)","Barometric pressure (kPa)","Calculated boost (bar)","Calculated engine load value (%)","Calculated instant fuel consumption (MPG)","Calculated instant fuel rate (gal./h)","Catalyst temperature Bank 1 Sensor 1 (℉)","Commanded evaporative purge (%)","Commanded throttle actuator (%)","Control module voltage (V)","Distance traveled since codes cleared (miles)","Distance traveled with MIL on (miles)","Distance travelled (miles)","Distance travelled (total) (miles)","Engine coolant temperature (℉)","Engine RPM (rpm)","Ethanol fuel percent (%)","Evap. system vapor pressure (Pa)","Fuel economizer (based on fuel system status and throttle position) ()","Fuel level input (%) (%)","Fuel level input (V) (gallon)","Fuel rail press. (kPa)","Fuel used (gallon)","Fuel used (total) (gallon)","Fuel used price ($)","Fuel used price (total) ($)","Fuel/Air commanded equivalence ratio ()","Instant engine power (based on fuel consumption) (hp)","Intake air temperature (℉)","Knock retard (°)","Lambda ()","Learned octane ()","Long term fuel % trim - Bank 1 (%)","MAF air flow rate (g/sec)","OBD Module Voltage (V)","Oxygen sensor 1 Wide Range Current (mA) (mA)","Oxygen sensor 1 Wide Range Equivalence ratio ()","Oxygen sensor 2 Bank 1 Short term fuel trim (%)","Oxygen sensor 2 Bank 1 Voltage (V)","Power from MAF (hp)","Relative throttle position (%)","Short term fuel % trim - Bank 1 (%)","Throttle position (%)","Throttle Position Actually (°)","Throttle Position Desired (°)","Timing advance (°)","Transmission Odometer (℉)","Vane position sensor (V)","Variable camshaft actual advance #1 (°)","Vehicle acceleration (g)","Vehicle speed (mph)",
06:39:08.816,,,,,,,,,,,,,,,,,,789.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:08.888,,,,,,,,,,,,,,,,,,,,,,,,,,172.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:08.986,,,,,,,,,,,,0.026869334992925,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:09.115,,,,,,,,,,,,,,,,,,789.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:09.209,,,,,,,,,,,,,,,,,,,,,,,,,,172.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:09.304,,,,,,,,,,,,0.0268602875078211,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:09.458,,,,,,,,,,,,,,,,,,789.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:09.559,,,,,,,,,,,,,,,,,,,,,,,,,,172.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:09.703,,,,,,,,,,,,0.0268489446945973,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:09.886,,,,,,,,,,,,,,,,,,789.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:10.022,,,,,,,,,,,,,,,,,,,,,,,,,,172.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:10.173,,,,,,,,,,,,0.0268356052539815,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:10.242,,,,,,,,,,,,,,,,,,789.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:10.342,,,,,,,,,,,,,,,,,,,,,,,,,,172.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:10.515,,,,,,,,,,,,0.0268258948384013,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:10.647,,,,,,,,,,,,,,,,,,789.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:10.797,,,,,,,,,,,,,,,,,,,,,,,,,,172.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:10.897,,,,,,,,,,,,0.0268151008076368,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:11.042,,,,,,,,,,,,,,,,,,789.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:11.292,,,,,,,,,,,,,,,,,,,,,,,,,,172.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:11.436,,,,,,,,,,,,0.0267998198682442,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:11.515,,,,,,,,,,,,,,,,,,789.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:11.858,,,,,,,,,,,,0.0267878821684073,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:12.064,,,,,,,,,,,,,,,,,,789.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:12.217,,,,,,,,,,,,,,,,,,,,,,,,,,172.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:12.366,,,,,,,,,,,,0.026773543166106,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:12.530,,,,,,,,,,,,,,,,,,789.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:12.701,,,,,,,,,,,,,,,,,,,,,,,,,,172.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:12.851,,,,,,,,,,,,0.0267598414590839,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:13.000,,,,,,,,,,,,,,,,,,789.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:13.176,,,,,,,,,,,,,,,,,,,,,,,,,,172.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:13.327,,,,,,,,,,,,0.0267464284021422,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:13.478,,,,,,,,,,,,,,,,,,789.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:13.572,,,,,,,,,,,,,,,,,,,,,,,,,,172.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:13.718,,,,,,,,,,,,0.0267354086183145,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:13.919,,,,,,,,,,,,,,,,,,789.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:14.044,,,,,,,,,,,,,,,,,,,,,,,,,,172.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:14.193,,,,,,,,,,,,0.0267220607250817,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:14.288,,,,,,,,,,,,,,,,,,789.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:14.436,,,,,,,,,,,,,,,,,,,,,,,,,,172.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:14.597,,,,,,,,,,,,0.0267106700730365,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:14.722,,,,,,,,,,,,,,,,,,789.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:14.820,,,,,,,,,,,,,,,,,,,,,,,,,,172.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:14.965,,,,,,,,,,,,0.0267003350338574,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:15.109,,,,,,,,,,,,,,,,,,789.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:15.187,,,,,,,,,,,,,,,,,,,,,,,,,,172.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:15.259,,,,,,,,,,,,0.0266921039699445,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:15.381,,,,,,,,,,,,,,,,,,789.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:15.508,,,,,,,,,,,,,,,,,,,,,,,,,,172.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:15.656,,,,,,,,,,,,0.0266809481463815,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:15.757,,,,,,,,,,,,,,,,,,789.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:15.903,,,,,,,,,,,,,,,,,,,,,,,,,,172.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:15.976,,,,,,,,,,,,0.0266719842185963,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:16.053,,,,,,,,,,,,,,,,,,789.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:16.143,,,,,,,,,,,,,,,,,,,,,,,,,,172.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:16.289,,,,,,,,,,,,0.0266632190883649,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:16.452,,,,,,,,,,,,,,,,,,789.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:16.641,,,,,,,,,,,,,,,,,,,,,,,,,,172.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:16.846,,,,,,,,,,,,0.0266476315323444,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:17.050,,,,,,,,,,,,,,,,,,789.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:17.167,,,,,,,,,,,,,,,,,,,,,,,,,,172.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:17.318,,,,,,,,,,,,0.0266344191094955,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:17.497,,,,,,,,,,,,,,,,,,789.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:17.655,,,,,,,,,,,,,,,,,,,,,,,,,,172.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:17.787,,,,,,,,,,,,0.0266213391255791,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:17.882,,,,,,,,,,,,,,,,,,789.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:17.973,,,,,,,,,,,,,,,,,,,,,,,,,,172.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:18.133,,,,,,,,,,,,,,,,,,789.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:18.309,,,,,,,,,,,,,,,,,,,,,,,,,,172.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:18.451,,,,,,,,,,,,0.0266028097091676,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:18.607,,,,,,,,,,,,,,,,,,789.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:18.768,,,,,,,,,,,,,,,,,,,,,,,,,,172.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:18.929,,,,,,,,,,,,0.0265894851675261,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:19.082,,,,,,,,,,,,,,,,,,789.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:19.230,,,,,,,,,,,,,,,,,,,,,,,,,,172.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:19.324,,,,,,,,,,,,0.0265784907532687,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:19.470,,,,,,,,,,,,,,,,,,789.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:19.570,,,,,,,,,,,,,,,,,,,,,,,,,,172.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:19.724,,,,,,,,,,,,0.0265673574675088,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:19.878,,,,,,,,,,,,,,,,,,789.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:19.996,,,,,,,,,,,,,,,,,,,,,,,,,,172.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:20.118,,,,,,,,,,,,0.0265564208394923,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:20.259,,,,,,,,,,,,,,,,,,789.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:20.436,,,,,,,,,,,,,,,,,,,,,,,,,,172.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:20.595,,,,,,,,,,,,0.0265431534842072,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:20.720,,,,,,,,,,,,,,,,,,789.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:20.834,,,,,,,,,,,,,,,,,,,,,,,,,,172.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:20.984,,,,,,,,,,,,0.0265323749214653,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:21.166,,,,,,,,,,,,,,,,,,789.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:21.290,,,,,,,,,,,,,,,,,,,,,,,,,,174.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:21.360,,,,,,,,,,,,0.0265219558709562,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:21.452,,,,,,,,,,,,,,,,,,789.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:21.653,,,,,,,,,,,,,,,,,,,,,,,,,,172.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:21.856,,,,,,,,,,,,0.0265082109541796,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:21.995,,,,,,,,,,,,,,,,,,789.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:22.172,,,,,,,,,,,,,,,,,,,,,,,,,,174.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:22.326,,,,,,,,,,,,0.0264952088874464,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:22.485,,,,,,,,,,,,,,,,,,789.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:22.661,,,,,,,,,,,,,,,,,,,,,,,,,,172.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:22.794,,,,,,,,,,,,0.0264822701638894,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:22.865,,,,,,,,,,,,,,,,,,789.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:22.963,,,,,,,,,,,,,,,,,,,,,,,,,,174.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:23.119,,,,,,,,,,,,0.0264733032127374,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:23.238,,,,,,,,,,,,,,,,,,789.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:23.331,,,,,,,,,,,,,,,,,,,,,,,,,,174.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:23.502,,,,,,,,,,,,0.0264627329462327,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:23.650,,,,,,,,,,,,,,,,,,789.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:23.800,,,,,,,,,,,,,,,,,,,,,,,,,,174.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:23.987,,,,,,,,,,,,0.0264493531429613,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:24.120,,,,,,,,,,,,,,,,,,789.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:24.355,,,,,,,,,,,,,,,,,,,,,,,,,,174.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:24.541,,,,,,,,,,,,,,,,,,789.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:24.689,,,,,,,,,,,,,,,,,,,,,,,,,,174.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:24.842,,,,,,,,,,,,0.0264258165419912,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:25.091,,,,,,,,,,,,,,,,,,,,,,,,,,174.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:25.244,,,,,,,,,,,,0.0264147507193876,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:25.406,,,,,,,,,,,,,,,,,,789.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:25.555,,,,,,,,,,,,,,,,,,,,,,,,,,174.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:25.657,,,,,,,,,,,,0.0264034027235278,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:25.808,,,,,,,,,,,,,,,,,,789.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:25.959,,,,,,,,,,,,,,,,,,,,,,,,,,174.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:26.137,,,,,,,,,,,,0.0263902436383106,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:26.286,,,,,,,,,,,,,,,,,,789.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:26.432,,,,,,,,,,,,,,,,,,,,,,,,,,174.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:26.505,,,,,,,,,,,,0.0263801376763084,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:26.716,,,,,,,,,,,,,,,,,,789.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:26.920,,,,,,,,,,,,,,,,,,,,,,,,,,174.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:27.052,,,,,,,,,,,,0.0263651459608129,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:27.227,,,,,,,,,,,,,,,,,,790.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:27.414,,,,,,,,,,,,,,,,,,,,,,,,,,174.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:27.542,,,,,,,,,,,,0.026351741236968,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:27.699,,,,,,,,,,,,,,,,,,790.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:27.887,,,,,,,,,,,,,,,,,,,,,,,,,,174.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:28.013,,,,,,,,,,,,0.0263388774847777,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:28.087,,,,,,,,,,,,,,,,,,790.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:28.177,,,,,,,,,,,,,,,,,,,,,,,,,,174.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:28.325,,,,,,,,,,,,0.0263303420826074,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:28.481,,,,,,,,,,,,,,,,,,790.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:28.661,,,,,,,,,,,,,,,,,,,,,,,,,,174.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:28.812,,,,,,,,,,,,0.0263170549426716,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:28.962,,,,,,,,,,,,,,,,,,790.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:29.137,,,,,,,,,,,,,,,,,,,,,,,,,,174.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:29.271,,,,,,,,,,,,0.0263045220966215,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:29.346,,,,,,,,,,,,,,,,,,790.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:29.446,,,,,,,,,,,,,,,,,,,,,,,,,,174.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:29.592,,,,,,,,,,,,0.0262957847391914,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:29.741,,,,,,,,,,,,,,,,,,790.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:29.921,,,,,,,,,,,,,,,,,,,,,,,,,,174.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:30.069,,,,,,,,,,,,0.0262827822860771,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:30.216,,,,,,,,,,,,,,,,,,790.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:30.288,,,,,,,,,,,,,,,,,,,,,,,,,,174.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:30.354,,,,,,,,,,,,0.0262750511428175,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:30.454,,,,,,,,,,,,,,,,,,790.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:30.551,,,,,,,,,,,,,,,,,,,,,,,,,,174.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:30.699,,,,,,,,,,,,0.0262656643789465,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:30.848,,,,,,,,,,,,,,,,,,790.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:31.004,,,,,,,,,,,,,,,,,,,,,,,,,,174.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:31.187,,,,,,,,,,,,0.0262523960440194,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:39:31.308,,,,,,,,,,,,,,,,,,790.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:31.400,,,,,,,,,,,,,,,,,,,,,,,,,,174.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:39:31.570,,,,,,,,,,,,0.0262420167585955,,,,,,,,,,,,0.00705118888676242,6.3221731143421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
